Source_ID,Site_ID,sampledate,Q_cfs,TotP_lbday,TotP_mgL
USGS,USGS 5427850,12/30/2002,49.5,,
USGS,USGS 5427850,12/31/2002,52,,
USGS,USGS 5427850,1/1/2003,41.2,,
USGS,USGS 5427850,1/2/2003,41.1,,
USGS,USGS 5427850,1/3/2003,38.1,,
USGS,USGS 5427850,1/4/2003,43.3,,
USGS,USGS 5427850,1/5/2003,48.9,,
USGS,USGS 5427850,1/6/2003,40.9,,
USGS,USGS 5427850,1/7/2003,46.5,,
USGS,USGS 5427850,1/8/2003,43.3,,
USGS,USGS 5427850,1/9/2003,46.1,,
USGS,USGS 5427850,1/10/2003,30.8,,
USGS,USGS 5427850,1/11/2003,30.7,,
USGS,USGS 5427850,1/12/2003,41.4,,
USGS,USGS 5427850,1/13/2003,38.7,,
USGS,USGS 5427850,1/14/2003,32.2,,
USGS,USGS 5427850,1/15/2003,29.7,,
USGS,USGS 5427850,1/16/2003,39.6,,
USGS,USGS 5427850,1/17/2003,32.9,,
USGS,USGS 5427850,1/18/2003,34.9,,
USGS,USGS 5427850,1/19/2003,28.6,,
USGS,USGS 5427850,1/20/2003,35.5,,
USGS,USGS 5427850,1/21/2003,29.7,,
USGS,USGS 5427850,1/22/2003,27.8,,
USGS,USGS 5427850,1/23/2003,22,,
USGS,USGS 5427850,1/24/2003,21.8,,
USGS,USGS 5427850,1/25/2003,25.9,,
USGS,USGS 5427850,1/26/2003,29.7,,
USGS,USGS 5427850,1/27/2003,22.8,,
USGS,USGS 5427850,1/28/2003,28.1,,
USGS,USGS 5427850,1/29/2003,28.3,,
USGS,USGS 5427850,1/30/2003,30.5,,
USGS,USGS 5427850,1/31/2003,38.9,,
USGS,USGS 5427850,2/1/2003,38.5,,
USGS,USGS 5427850,2/2/2003,29.4,,
USGS,USGS 5427850,2/3/2003,28.2,,
USGS,USGS 5427850,2/4/2003,35.6,,
USGS,USGS 5427850,2/5/2003,33.8,,
USGS,USGS 5427850,2/6/2003,35.7,,
USGS,USGS 5427850,2/7/2003,29.3,,
USGS,USGS 5427850,2/8/2003,33.7,,
USGS,USGS 5427850,2/9/2003,34.3,,
USGS,USGS 5427850,2/10/2003,31.1,,
USGS,USGS 5427850,2/11/2003,32.9,,
USGS,USGS 5427850,2/12/2003,40.3,,
USGS,USGS 5427850,2/13/2003,36.8,,
USGS,USGS 5427850,2/14/2003,39.2,,
USGS,USGS 5427850,2/15/2003,35.3,,
USGS,USGS 5427850,2/16/2003,36.8,,
USGS,USGS 5427850,2/17/2003,33.7,,
USGS,USGS 5427850,2/18/2003,38.1,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,2/18/2003,,,0.013
USGS,USGS 5427850,2/19/2003,37.5,,
USGS,USGS 5427850,2/20/2003,45.3,,
USGS,USGS 5427850,2/21/2003,63.2,,
USGS,USGS 5427850,2/22/2003,68.6,,
USGS,USGS 5427850,2/23/2003,39.8,,
USGS,USGS 5427850,2/24/2003,37.1,,
USGS,USGS 5427850,2/25/2003,38.6,,
USGS,USGS 5427850,2/26/2003,35.9,,
USGS,USGS 5427850,2/27/2003,33,,
USGS,USGS 5427850,2/28/2003,37.6,,
USGS,USGS 5427850,3/1/2003,34.8,,
USGS,USGS 5427850,3/2/2003,36.8,,
USGS,USGS 5427850,3/3/2003,32,,
USGS,USGS 5427850,3/4/2003,27.8,,
USGS,USGS 5427850,3/5/2003,30.7,,
USGS,USGS 5427850,3/6/2003,40.9,,
USGS,USGS 5427850,3/7/2003,29.7,,
USGS,USGS 5427850,3/8/2003,45.4,,
USGS,USGS 5427850,3/9/2003,36.9,,
USGS,USGS 5427850,3/10/2003,32,,
USGS,USGS 5427850,3/11/2003,37.6,,
USGS,USGS 5427850,3/12/2003,37.9,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,3/12/2003,,,0.019
USGS,USGS 5427850,3/13/2003,40.7,,
USGS,USGS 5427850,3/14/2003,46.9,,
USGS,USGS 5427850,3/15/2003,74.5,,
USGS,USGS 5427850,3/16/2003,85.4,,
USGS,USGS 5427850,3/17/2003,72.8,,
USGS,USGS 5427850,3/18/2003,62.2,,
USGS,USGS 5427850,3/19/2003,47.4,,
USGS,USGS 5427850,3/20/2003,48.7,,
USGS,USGS 5427850,3/21/2003,43.9,,
USGS,USGS 5427850,3/22/2003,58.6,,
USGS,USGS 5427850,3/23/2003,40.6,,
USGS,USGS 5427850,3/24/2003,50.1,,
USGS,USGS 5427850,3/25/2003,46.5,,
USGS,USGS 5427850,3/26/2003,46.8,,
USGS,USGS 5427850,3/27/2003,51.6,,
USGS,USGS 5427850,3/28/2003,42,,
USGS,USGS 5427850,3/29/2003,83.1,,
USGS,USGS 5427850,3/30/2003,52,,
USGS,USGS 5427850,3/31/2003,40.8,,
USGS,USGS 5427850,4/1/2003,64.9,,
USGS,USGS 5427850,4/2/2003,75.6,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,4/2/2003,,,0.138
USGS,USGS 5427850,4/3/2003,30.1,,
USGS,USGS 5427850,4/4/2003,50.8,,
USGS,USGS 5427850,4/5/2003,33.3,,
USGS,USGS 5427850,4/6/2003,84.9,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,4/6/2003,,,0.147
USGS,USGS 5427850,4/7/2003,31.9,,
USGS,USGS 5427850,4/8/2003,17.3,,
USGS,USGS 5427850,4/9/2003,48.5,,
USGS,USGS 5427850,4/10/2003,53.6,,
USGS,USGS 5427850,4/11/2003,61.9,,
USGS,USGS 5427850,4/12/2003,56.4,,
USGS,USGS 5427850,4/13/2003,39.5,,
USGS,USGS 5427850,4/14/2003,24.7,,
USGS,USGS 5427850,4/15/2003,65.3,,
USGS,USGS 5427850,4/16/2003,110,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,4/16/2003,,,0.197
USGS,USGS 5427850,4/17/2003,-1.45,,
USGS,USGS 5427850,4/18/2003,47.3,,
USGS,USGS 5427850,4/19/2003,26.8,,
USGS,USGS 5427850,4/20/2003,42.6,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,4/20/2003,,,0.207
USGS,USGS 5427850,4/21/2003,101,,
USGS,USGS 5427850,4/22/2003,38.3,,
USGS,USGS 5427850,4/23/2003,44,,
USGS,USGS 5427850,4/24/2003,45.3,,
USGS,USGS 5427850,4/25/2003,44.1,,
USGS,USGS 5427850,4/26/2003,27.7,,
USGS,USGS 5427850,4/27/2003,25.8,,
USGS,USGS 5427850,4/28/2003,53.1,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,4/28/2003,,,0.164
USGS,USGS 5427850,4/29/2003,32.8,,
USGS,USGS 5427850,4/30/2003,68.5,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,4/30/2003,,,0.17
USGS,USGS 5427850,5/1/2003,188,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/1/2003,,,0.189
USGS,USGS 5427850,5/2/2003,114,,
USGS,USGS 5427850,5/3/2003,73.1,,
USGS,USGS 5427850,5/4/2003,75.4,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/4/2003,,,0.175
USGS,USGS 5427850,5/5/2003,77.3,,
USGS,USGS 5427850,5/6/2003,104,,
USGS,USGS 5427850,5/7/2003,86.8,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/7/2003,,,0.151
USGS,USGS 5427850,5/8/2003,100,,
USGS,USGS 5427850,5/9/2003,102,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/9/2003,,,0.392
USGS,USGS 5427850,5/10/2003,112,,
USGS,USGS 5427850,5/11/2003,108,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/11/2003,,,0.217
USGS,USGS 5427850,5/12/2003,209,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/12/2003,,,0.162
USGS,USGS 5427850,5/13/2003,104,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/13/2003,,,0.166
USGS,USGS 5427850,5/14/2003,89.2,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/14/2003,,,0.161
USGS,USGS 5427850,5/15/2003,83.6,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/15/2003,,,0.161
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/15/2003,,,0.155
USGS,USGS 5427850,5/16/2003,80.4,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/16/2003,,,0.143
USGS,USGS 5427850,5/17/2003,68.7,,
USGS,USGS 5427850,5/18/2003,68.8,,
USGS,USGS 5427850,5/19/2003,59.1,,
USGS,USGS 5427850,5/20/2003,95.7,,
USGS,USGS 5427850,5/21/2003,65,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/21/2003,,,0.122
USGS,USGS 5427850,5/22/2003,61.9,,
USGS,USGS 5427850,5/23/2003,59.3,,
USGS,USGS 5427850,5/24/2003,60.6,,
USGS,USGS 5427850,5/25/2003,57.2,,
USGS,USGS 5427850,5/26/2003,50.9,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/26/2003,,,0.126
USGS,USGS 5427850,5/27/2003,48.5,,
USGS,USGS 5427850,5/28/2003,48.8,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/28/2003,,,0.114
USGS,USGS 5427850,5/29/2003,49.5,,
USGS,USGS 5427850,5/30/2003,47.4,,
USGS,USGS 5427850,5/31/2003,50.8,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/31/2003,,,0.179
USGS,USGS 5427850,6/1/2003,42.3,,
USGS,USGS 5427850,6/2/2003,37.6,,
USGS,USGS 5427850,6/3/2003,47.2,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,6/3/2003,,,0.118
USGS,USGS 5427850,6/4/2003,40.4,,
USGS,USGS 5427850,6/5/2003,42.7,,
USGS,USGS 5427850,6/6/2003,26.4,,
USGS,USGS 5427850,6/7/2003,61.2,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,6/7/2003,,,0.131
USGS,USGS 5427850,6/8/2003,45.5,,
USGS,USGS 5427850,6/9/2003,53.1,,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,6/9/2003,,,0.119
USGS,USGS 5427850,6/10/2003,43.8,,
USGS,USGS 5427850,6/11/2003,47,,
USGS,USGS 5427850,6/12/2003,34.2,,
USGS,USGS 5427850,6/13/2003,39.1,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,6/13/2003,,,0.099
USGS,USGS 5427850,6/14/2003,36,,
USGS,USGS 5427850,6/15/2003,35.9,,
USGS,USGS 5427850,6/16/2003,24.4,,
USGS,USGS 5427850,6/17/2003,30.8,,
USGS,USGS 5427850,6/18/2003,43.6,,
USGS,USGS 5427850,6/19/2003,29.5,,
USGS,USGS 5427850,6/20/2003,34,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,6/20/2003,,,0.137
USGS,USGS 5427850,6/21/2003,28,,
USGS,USGS 5427850,6/22/2003,28.2,,
USGS,USGS 5427850,6/23/2003,33.3,,
USGS,USGS 5427850,6/24/2003,27.8,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,6/24/2003,,,0.183
USGS,USGS 5427850,6/25/2003,19.4,,
USGS,USGS 5427850,6/26/2003,49.6,,
USGS,USGS 5427850,6/27/2003,44.8,,
USGS,USGS 5427850,6/28/2003,37.2,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,6/28/2003,,,0.192
USGS,USGS 5427850,6/29/2003,38.2,,
USGS,USGS 5427850,6/30/2003,34.9,,
USGS,USGS 5427850,7/1/2003,28.1,,
USGS,USGS 5427850,7/2/2003,24,,
USGS,USGS 5427850,7/3/2003,35.5,,
USGS,USGS 5427850,7/4/2003,28.6,,
USGS,USGS 5427850,7/5/2003,31.8,,
USGS,USGS 5427850,7/6/2003,43.9,,
USGS,USGS 5427850,7/7/2003,46.9,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,7/7/2003,,,0.227
USGS,USGS 5427850,7/8/2003,37.4,,
USGS,USGS 5427850,7/9/2003,39.8,,
USGS,USGS 5427850,7/10/2003,31.8,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,7/10/2003,,,0.257
USGS,USGS 5427850,7/11/2003,40.6,,
USGS,USGS 5427850,7/12/2003,29.7,,
USGS,USGS 5427850,7/13/2003,23.6,,
USGS,USGS 5427850,7/14/2003,13,,
USGS,USGS 5427850,7/15/2003,98.7,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,7/15/2003,,,0.266
USGS,USGS 5427850,7/16/2003,48.9,,
USGS,USGS 5427850,7/17/2003,55.1,,
USGS,USGS 5427850,7/18/2003,15.8,,
USGS,USGS 5427850,7/19/2003,30.7,,
USGS,USGS 5427850,7/20/2003,38.2,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,7/20/2003,,,0.21
USGS,USGS 5427850,7/21/2003,45.3,,
USGS,USGS 5427850,7/22/2003,29.7,,
USGS,USGS 5427850,7/23/2003,24.3,,
USGS,USGS 5427850,7/24/2003,24.3,,
USGS,USGS 5427850,7/25/2003,10.1,,
USGS,USGS 5427850,7/26/2003,45.3,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,7/26/2003,,,0.239
USGS,USGS 5427850,7/27/2003,41.4,,
USGS,USGS 5427850,7/28/2003,22.8,,
USGS,USGS 5427850,7/29/2003,18.2,,
USGS,USGS 5427850,7/30/2003,23.8,,
USGS,USGS 5427850,7/31/2003,37.1,,
USGS,USGS 5427850,8/1/2003,47.3,,
USGS,USGS 5427850,8/2/2003,30.1,,
USGS,USGS 5427850,8/3/2003,41.9,,
USGS,USGS 5427850,8/4/2003,32.5,,
"Lake Baseline Monitoring, DNR (1970s-2006)",WIDNR 133040,8/4/2003,,,0.274
USGS,USGS 5427850,8/5/2003,28.1,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,8/5/2003,,,0.331
USGS,USGS 5427850,8/6/2003,29,,
USGS,USGS 5427850,8/7/2003,27.4,,
USGS,USGS 5427850,8/8/2003,25.7,,
USGS,USGS 5427850,8/9/2003,25.4,,
USGS,USGS 5427850,8/10/2003,30.3,,
USGS,USGS 5427850,8/11/2003,36.3,,
USGS,USGS 5427850,8/12/2003,16.8,,
USGS,USGS 5427850,8/13/2003,21.8,,
USGS,USGS 5427850,8/14/2003,22.7,,
USGS,USGS 5427850,8/15/2003,25.5,,
USGS,USGS 5427850,8/16/2003,30.5,,
USGS,USGS 5427850,8/17/2003,18.5,,
USGS,USGS 5427850,8/18/2003,11.2,,
USGS,USGS 5427850,8/19/2003,29.4,,
USGS,USGS 5427850,8/20/2003,14.3,,
USGS,USGS 5427850,8/21/2003,43.3,,
USGS,USGS 5427850,8/22/2003,19.1,,
USGS,USGS 5427850,8/23/2003,16.8,,
USGS,USGS 5427850,8/24/2003,20.8,,
USGS,USGS 5427850,8/25/2003,35.5,,
USGS,USGS 5427850,8/26/2003,32.1,,
USGS,USGS 5427850,8/27/2003,20.2,,
USGS,USGS 5427850,8/28/2003,8.59,,
USGS,USGS 5427850,8/29/2003,63.1,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,8/29/2003,,,0.272
USGS,USGS 5427850,8/30/2003,11.7,,
USGS,USGS 5427850,8/31/2003,29.5,,
USGS,USGS 5427850,9/1/2003,22.2,,
USGS,USGS 5427850,9/2/2003,8.87,,
USGS,USGS 5427850,9/3/2003,38.2,,
USGS,USGS 5427850,9/4/2003,21.8,,
USGS,USGS 5427850,9/5/2003,11.1,,
USGS,USGS 5427850,9/6/2003,28.5,,
USGS,USGS 5427850,9/7/2003,24.7,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,9/7/2003,,,0.208
USGS,USGS 5427850,9/8/2003,18.4,,
USGS,USGS 5427850,9/9/2003,22.7,,
USGS,USGS 5427850,9/10/2003,22.7,,
USGS,USGS 5427850,9/11/2003,24.5,,
USGS,USGS 5427850,9/12/2003,20.3,,
USGS,USGS 5427850,9/13/2003,74.1,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,9/13/2003,,,0.201
USGS,USGS 5427850,9/14/2003,140,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,9/14/2003,,,0.165
USGS,USGS 5427850,9/15/2003,110,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,9/15/2003,,,0.15
USGS,USGS 5427850,9/16/2003,35.9,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,9/16/2003,,,0.141
USGS,USGS 5427850,9/17/2003,37.1,,
USGS,USGS 5427850,9/18/2003,40.4,,
USGS,USGS 5427850,9/19/2003,49.3,,
USGS,USGS 5427850,9/20/2003,32.7,,
USGS,USGS 5427850,9/21/2003,34.4,,
USGS,USGS 5427850,9/22/2003,27.2,,
USGS,USGS 5427850,9/23/2003,33.6,,
USGS,USGS 5427850,9/24/2003,36,,
USGS,USGS 5427850,9/25/2003,34.2,,
USGS,USGS 5427850,9/26/2003,28.9,,
USGS,USGS 5427850,9/27/2003,40,,
USGS,USGS 5427850,9/28/2003,37.4,,
USGS,USGS 5427850,9/29/2003,30.1,,
USGS,USGS 5427850,9/30/2003,35.8,,
USGS,USGS 5427850,10/1/2003,35.4,,
USGS,USGS 5427850,10/2/2003,8.09,,
USGS,USGS 5427850,10/3/2003,59.4,,
USGS,USGS 5427850,10/4/2003,32.7,,
USGS,USGS 5427850,10/5/2003,32.1,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,10/5/2003,,,0.061
USGS,USGS 5427850,10/6/2003,26.7,,
USGS,USGS 5427850,10/7/2003,37.5,,
USGS,USGS 5427850,10/8/2003,35.8,,
USGS,USGS 5427850,10/9/2003,30.8,,
USGS,USGS 5427850,10/10/2003,33.5,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,10/10/2003,,,0.084
USGS,USGS 5427850,10/11/2003,13.7,,
USGS,USGS 5427850,10/12/2003,57.3,,
USGS,USGS 5427850,10/13/2003,35.6,,
USGS,USGS 5427850,10/14/2003,40,,
USGS,USGS 5427850,10/15/2003,43.3,,
USGS,USGS 5427850,10/16/2003,43.1,,
USGS,USGS 5427850,10/17/2003,18.9,,
USGS,USGS 5427850,10/18/2003,57.6,,
USGS,USGS 5427850,10/19/2003,33.4,,
USGS,USGS 5427850,10/20/2003,37.8,,
USGS,USGS 5427850,10/21/2003,54.2,,
USGS,USGS 5427850,10/22/2003,36.8,,
USGS,USGS 5427850,10/23/2003,38.2,,
USGS,USGS 5427850,10/24/2003,33.8,,
USGS,USGS 5427850,10/25/2003,42.6,,
USGS,USGS 5427850,10/26/2003,44.9,,
USGS,USGS 5427850,10/27/2003,15.8,,
USGS,USGS 5427850,10/28/2003,41.4,,
USGS,USGS 5427850,10/29/2003,63.7,,
USGS,USGS 5427850,10/30/2003,34.8,,
USGS,USGS 5427850,10/31/2003,38.4,,
USGS,USGS 5427850,11/1/2003,41.4,,
USGS,USGS 5427850,11/2/2003,81.8,,
USGS,USGS 5427850,11/3/2003,140,,
USGS,USGS 5427850,11/4/2003,326,,
USGS,USGS 5427850,11/5/2003,366,,
USGS,USGS 5427850,11/6/2003,175,,
USGS,USGS 5427850,11/7/2003,100,,
USGS,USGS 5427850,11/8/2003,62.6,,
USGS,USGS 5427850,11/9/2003,54.4,,
USGS,USGS 5427850,11/10/2003,62.5,,
USGS,USGS 5427850,11/11/2003,69.9,,
USGS,USGS 5427850,11/12/2003,35.6,,
USGS,USGS 5427850,11/13/2003,85,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,11/13/2003,,,0.188
USGS,USGS 5427850,11/14/2003,46,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,11/14/2003,,,0.156
USGS,USGS 5427850,11/15/2003,63.4,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,11/15/2003,,,0.186
USGS,USGS 5427850,11/16/2003,56.9,,
USGS,USGS 5427850,11/17/2003,46.8,,
USGS,USGS 5427850,11/18/2003,80.2,,
USGS,USGS 5427850,11/19/2003,70.1,,
USGS,USGS 5427850,11/20/2003,69.2,,
USGS,USGS 5427850,11/21/2003,88.9,,
USGS,USGS 5427850,11/22/2003,53.1,,
USGS,USGS 5427850,11/23/2003,130,,
USGS,USGS 5427850,11/24/2003,254,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,11/24/2003,,,0.082
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,11/24/2003,,,0.083
USGS,USGS 5427850,11/25/2003,144,,
USGS,USGS 5427850,11/26/2003,111,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,11/26/2003,,,0.199
USGS,USGS 5427850,11/27/2003,81.8,,
USGS,USGS 5427850,11/28/2003,77.3,,
USGS,USGS 5427850,11/29/2003,62,,
USGS,USGS 5427850,11/30/2003,68.8,,
USGS,USGS 5427850,12/1/2003,84.7,,
USGS,USGS 5427850,12/2/2003,68.9,,
USGS,USGS 5427850,12/3/2003,62,,
USGS,USGS 5427850,12/4/2003,56.5,,
USGS,USGS 5427850,12/5/2003,55.4,,
USGS,USGS 5427850,12/6/2003,48.1,,
USGS,USGS 5427850,12/7/2003,42.3,,
USGS,USGS 5427850,12/8/2003,73.1,,
USGS,USGS 5427850,12/9/2003,76.2,,
USGS,USGS 5427850,12/10/2003,123,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,12/10/2003,,,0.049
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,12/10/2003,,,0.065
USGS,USGS 5427850,12/11/2003,132,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,12/11/2003,,,0.071
USGS,USGS 5427850,12/12/2003,72.7,,
USGS,USGS 5427850,12/13/2003,64.1,,
USGS,USGS 5427850,12/14/2003,54.2,,
USGS,USGS 5427850,12/15/2003,55.7,,
USGS,USGS 5427850,12/16/2003,59.5,,
USGS,USGS 5427850,12/17/2003,54.9,,
USGS,USGS 5427850,12/18/2003,50.2,,
USGS,USGS 5427850,12/19/2003,49.9,,
USGS,USGS 5427850,12/20/2003,34.5,,
USGS,USGS 5427850,12/21/2003,58.4,,
USGS,USGS 5427850,12/22/2003,48.4,,
USGS,USGS 5427850,12/23/2003,48.9,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,12/23/2003,,,0.048
USGS,USGS 5427850,12/24/2003,43.4,,
USGS,USGS 5427850,12/25/2003,42.4,,
USGS,USGS 5427850,12/26/2003,41.5,,
USGS,USGS 5427850,12/27/2003,41.5,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,12/27/2003,,,0.043
USGS,USGS 5427850,12/28/2003,60.4,,
USGS,USGS 5427850,12/29/2003,48.2,,
USGS,USGS 5427850,12/30/2003,33.9,,
USGS,USGS 5427850,12/31/2003,63.6,,
USGS,USGS 5427850,1/1/2004,44.4,,
USGS,USGS 5427850,1/2/2004,43.7,,
USGS,USGS 5427850,1/3/2004,55.5,,
USGS,USGS 5427850,1/4/2004,45.4,,
USGS,USGS 5427850,1/5/2004,38.9,,
USGS,USGS 5427850,1/6/2004,37,,
USGS,USGS 5427850,1/7/2004,40,,
USGS,USGS 5427850,1/8/2004,36.7,,
USGS,USGS 5427850,1/9/2004,37.2,,
USGS,USGS 5427850,1/10/2004,39.3,,
USGS,USGS 5427850,1/11/2004,41.4,,
USGS,USGS 5427850,1/12/2004,42.8,,
USGS,USGS 5427850,1/13/2004,45.1,,
USGS,USGS 5427850,1/14/2004,38.8,,
USGS,USGS 5427850,1/15/2004,36.1,,
USGS,USGS 5427850,1/16/2004,41.2,,
USGS,USGS 5427850,1/17/2004,42,,
USGS,USGS 5427850,1/18/2004,34.3,,
USGS,USGS 5427850,1/19/2004,32.3,,
USGS,USGS 5427850,1/20/2004,37.7,,
USGS,USGS 5427850,1/21/2004,38.8,,
USGS,USGS 5427850,1/22/2004,32.2,,
USGS,USGS 5427850,1/23/2004,39.1,,
USGS,USGS 5427850,1/24/2004,31.2,,
USGS,USGS 5427850,1/25/2004,34.5,,
USGS,USGS 5427850,1/26/2004,33.7,,
USGS,USGS 5427850,1/27/2004,29,,
USGS,USGS 5427850,1/28/2004,25.3,,
USGS,USGS 5427850,1/29/2004,24.6,,
USGS,USGS 5427850,1/30/2004,40.1,,
USGS,USGS 5427850,1/31/2004,35.7,,
USGS,USGS 5427850,2/1/2004,38.4,,
USGS,USGS 5427850,2/2/2004,32.8,,
USGS,USGS 5427850,2/3/2004,41,,
USGS,USGS 5427850,2/4/2004,47.3,,
USGS,USGS 5427850,2/5/2004,38.4,,
USGS,USGS 5427850,2/6/2004,41.9,,
USGS,USGS 5427850,2/7/2004,46.7,,
USGS,USGS 5427850,2/8/2004,46.1,,
USGS,USGS 5427850,2/9/2004,46.6,,
USGS,USGS 5427850,2/10/2004,49,,
USGS,USGS 5427850,2/11/2004,53.2,,
USGS,USGS 5427850,2/12/2004,56,,
USGS,USGS 5427850,2/13/2004,47,,
USGS,USGS 5427850,2/14/2004,54.4,,
USGS,USGS 5427850,2/15/2004,49.5,,
USGS,USGS 5427850,2/16/2004,48.9,,
USGS,USGS 5427850,2/17/2004,54.1,,
USGS,USGS 5427850,2/18/2004,54.4,,
USGS,USGS 5427850,2/19/2004,46.7,,
USGS,USGS 5427850,2/20/2004,46.7,,
USGS,USGS 5427850,2/21/2004,56.1,,
USGS,USGS 5427850,2/22/2004,58.2,,
USGS,USGS 5427850,2/23/2004,54.5,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,2/23/2004,,,0.036
USGS,USGS 5427850,2/24/2004,78.3,,
USGS,USGS 5427850,2/25/2004,83.8,,
USGS,USGS 5427850,2/26/2004,104,,
USGS,USGS 5427850,2/27/2004,128,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,2/27/2004,,,0.306
USGS,USGS 5427850,2/28/2004,133,,
USGS,USGS 5427850,2/29/2004,165,,
USGS,USGS 5427850,3/1/2004,184,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,3/1/2004,,,0.437
USGS,USGS 5427850,3/2/2004,159,,
USGS,USGS 5427850,3/3/2004,101,,
USGS,USGS 5427850,3/4/2004,93,,
USGS,USGS 5427850,3/5/2004,206,,
USGS,USGS 5427850,3/6/2004,277,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,3/6/2004,,,0.32
USGS,USGS 5427850,3/7/2004,139,,
USGS,USGS 5427850,3/8/2004,90.8,,
USGS,USGS 5427850,3/9/2004,71.8,,
USGS,USGS 5427850,3/10/2004,47.2,,
USGS,USGS 5427850,3/11/2004,70.5,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,3/11/2004,,,0.261
USGS,USGS 5427850,3/12/2004,63.8,,
USGS,USGS 5427850,3/13/2004,40.6,,
USGS,USGS 5427850,3/14/2004,56.5,,
USGS,USGS 5427850,3/15/2004,73.9,,
USGS,USGS 5427850,3/16/2004,47.2,,
USGS,USGS 5427850,3/17/2004,52.5,,
USGS,USGS 5427850,3/18/2004,53.2,,
USGS,USGS 5427850,3/19/2004,38,,
USGS,USGS 5427850,3/20/2004,80.8,,
USGS,USGS 5427850,3/21/2004,64.1,,
USGS,USGS 5427850,3/22/2004,42.6,,
USGS,USGS 5427850,3/23/2004,67,,
USGS,USGS 5427850,3/24/2004,69.1,,
Mendota Yahara Tributary Study 2003-04,WIDNR 133040,3/24/2004,,,0.069
USGS,USGS 5427850,3/25/2004,53.8,,
USGS,USGS 5427850,3/26/2004,156,,
USGS,USGS 5427850,3/27/2004,119,,
USGS,USGS 5427850,3/28/2004,79.6,,
USGS,USGS 5427850,3/29/2004,126,,
USGS,USGS 5427850,3/30/2004,121,,
USGS,USGS 5427850,3/31/2004,63.2,,
USGS,USGS 5427850,4/1/2004,76,,
