Source_ID,Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS,USGS 5427850,2/9/2003,34.3,2.65,
USGS,USGS 5427850,2/10/2003,31.1,2.38,
USGS,USGS 5427850,2/11/2003,32.9,2.49,
USGS,USGS 5427850,2/12/2003,40.3,3.01,
USGS,USGS 5427850,2/13/2003,36.8,2.73,
USGS,USGS 5427850,2/14/2003,39.2,2.87,
USGS,USGS 5427850,2/15/2003,35.3,2.56,
USGS,USGS 5427850,2/16/2003,36.8,2.64,
USGS,USGS 5427850,2/17/2003,33.7,2.39,
USGS,USGS 5427850,2/18/2003,38.1,2.68,
USGS,USGS 5427850,2/19/2003,37.5,2.68,
USGS,USGS 5427850,2/20/2003,45.3,3.3,
USGS,USGS 5427850,2/21/2003,63.2,4.68,
USGS,USGS 5427850,2/22/2003,68.6,5.17,
USGS,USGS 5427850,2/23/2003,39.8,3.06,
USGS,USGS 5427850,2/24/2003,37.1,2.89,
USGS,USGS 5427850,2/25/2003,38.6,3.06,
USGS,USGS 5427850,2/26/2003,35.9,2.89,
USGS,USGS 5427850,2/27/2003,33,2.71,
USGS,USGS 5427850,2/28/2003,37.6,3.14,
USGS,USGS 5427850,3/1/2003,34.8,2.96,
USGS,USGS 5427850,3/2/2003,36.8,3.18,
USGS,USGS 5427850,3/3/2003,32,2.81,
USGS,USGS 5427850,3/4/2003,27.8,2.49,
USGS,USGS 5427850,3/5/2003,30.7,2.79,
USGS,USGS 5427850,3/6/2003,40.9,3.79,
USGS,USGS 5427850,3/7/2003,29.7,2.8,
USGS,USGS 5427850,3/8/2003,45.4,4.35,
USGS,USGS 5427850,3/9/2003,36.9,3.6,
USGS,USGS 5427850,3/10/2003,32,3.18,
USGS,USGS 5427850,3/11/2003,37.6,3.79,
USGS,USGS 5427850,3/12/2003,37.9,3.94,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,3/12/2003,,0.006,
USGS,USGS 5427850,3/13/2003,40.7,4.62,
USGS,USGS 5427850,3/14/2003,46.9,5.85,
USGS,USGS 5427850,3/15/2003,74.5,10.2,
USGS,USGS 5427850,3/16/2003,85.4,12.9,
USGS,USGS 5427850,3/17/2003,72.8,12.1,
USGS,USGS 5427850,3/18/2003,62.2,11.4,
USGS,USGS 5427850,3/19/2003,47.4,9.57,
USGS,USGS 5427850,3/20/2003,48.7,10.8,
USGS,USGS 5427850,3/21/2003,43.9,10.7,
USGS,USGS 5427850,3/22/2003,58.6,15.8,
USGS,USGS 5427850,3/23/2003,40.6,12,
USGS,USGS 5427850,3/24/2003,50.1,16.3,
USGS,USGS 5427850,3/25/2003,46.5,16.7,
USGS,USGS 5427850,3/26/2003,46.8,18.5,
USGS,USGS 5427850,3/27/2003,51.6,22.4,
USGS,USGS 5427850,3/28/2003,42,20.1,
USGS,USGS 5427850,3/29/2003,83.1,43.7,
USGS,USGS 5427850,3/30/2003,52,30.2,
USGS,USGS 5427850,3/31/2003,40.8,26,
USGS,USGS 5427850,4/1/2003,64.9,45.5,
USGS,USGS 5427850,4/2/2003,75.6,56.6,
USGS,USGS 5427850,4/3/2003,30.1,23,
USGS,USGS 5427850,4/4/2003,50.8,39.3,
USGS,USGS 5427850,4/5/2003,33.3,26.2,
USGS,USGS 5427850,4/6/2003,84.9,68.1,
USGS,USGS 5427850,4/7/2003,31.9,26.4,
USGS,USGS 5427850,4/8/2003,17.3,14.8,
USGS,USGS 5427850,4/9/2003,48.5,42.5,
USGS,USGS 5427850,4/10/2003,53.6,48.4,
USGS,USGS 5427850,4/11/2003,61.9,57.5,
USGS,USGS 5427850,4/12/2003,56.4,53.9,
USGS,USGS 5427850,4/13/2003,39.5,38.9,
USGS,USGS 5427850,4/14/2003,24.7,25.1,
USGS,USGS 5427850,4/15/2003,65.3,68.1,
USGS,USGS 5427850,4/16/2003,110,118,
USGS,USGS 5427850,4/17/2003,-1.45,-1.36,
USGS,USGS 5427850,4/18/2003,47.3,51.8,
USGS,USGS 5427850,4/19/2003,26.8,29.8,
USGS,USGS 5427850,4/20/2003,42.6,47.1,
USGS,USGS 5427850,4/21/2003,101,109,
USGS,USGS 5427850,4/22/2003,38.3,40,
USGS,USGS 5427850,4/23/2003,44,44.6,
USGS,USGS 5427850,4/24/2003,45.3,44.6,
USGS,USGS 5427850,4/25/2003,44.1,42.1,
USGS,USGS 5427850,4/26/2003,27.7,25.7,
USGS,USGS 5427850,4/27/2003,25.8,23.3,
USGS,USGS 5427850,4/28/2003,53.1,47.3,
USGS,USGS 5427850,4/29/2003,32.8,29.8,
USGS,USGS 5427850,4/30/2003,68.5,65.5,
USGS,USGS 5427850,5/1/2003,188,190,
USGS,USGS 5427850,5/2/2003,114,112,
USGS,USGS 5427850,5/3/2003,73.1,70.3,
USGS,USGS 5427850,5/4/2003,75.4,69.9,
USGS,USGS 5427850,5/5/2003,77.3,68.3,
USGS,USGS 5427850,5/6/2003,104,87.3,
USGS,USGS 5427850,5/7/2003,86.8,85.8,
USGS,USGS 5427850,5/8/2003,100,159,
USGS,USGS 5427850,5/9/2003,102,192,
USGS,USGS 5427850,5/10/2003,112,159,
USGS,USGS 5427850,5/11/2003,108,114,
USGS,USGS 5427850,5/12/2003,209,185,
USGS,USGS 5427850,5/13/2003,104,92.5,
USGS,USGS 5427850,5/14/2003,89.2,76.8,
USGS,USGS 5427850,5/15/2003,83.6,68.9,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/15/2003,,0.003,
Mendota Yahara Tributary Study 2002-03,WIDNR 133040,5/15/2003,,0.003,
USGS,USGS 5427850,5/16/2003,80.4,61.4,
USGS,USGS 5427850,5/17/2003,68.7,50.8,
USGS,USGS 5427850,5/18/2003,68.8,49.3,
USGS,USGS 5427850,5/19/2003,59.1,41,
USGS,USGS 5427850,5/20/2003,95.7,64.3,
USGS,USGS 5427850,5/21/2003,65,43,
USGS,USGS 5427850,5/22/2003,61.9,41.1,
USGS,USGS 5427850,5/23/2003,59.3,39.7,
USGS,USGS 5427850,5/24/2003,60.6,40.8,
USGS,USGS 5427850,5/25/2003,57.2,38.7,
USGS,USGS 5427850,5/26/2003,50.9,34,
USGS,USGS 5427850,5/27/2003,48.5,30.8,
USGS,USGS 5427850,5/28/2003,48.8,31.8,
USGS,USGS 5427850,5/29/2003,49.5,37.5,
USGS,USGS 5427850,5/30/2003,47.4,41.8,
USGS,USGS 5427850,5/31/2003,50.8,46.5,
USGS,USGS 5427850,6/1/2003,42.3,33.8,
USGS,USGS 5427850,6/2/2003,37.6,26.1,
USGS,USGS 5427850,6/3/2003,47.2,30.4,
USGS,USGS 5427850,6/4/2003,40.4,26.7,
USGS,USGS 5427850,6/5/2003,42.7,29,
USGS,USGS 5427850,6/6/2003,26.4,18.4,
USGS,USGS 5427850,6/7/2003,61.2,42.5,
USGS,USGS 5427850,6/8/2003,45.5,30.1,
USGS,USGS 5427850,6/9/2003,53.1,33.5,
USGS,USGS 5427850,6/10/2003,43.8,26.4,
USGS,USGS 5427850,6/11/2003,47,27.1,
USGS,USGS 5427850,6/12/2003,34.2,18.8,
USGS,USGS 5427850,6/13/2003,39.1,21.3,
USGS,USGS 5427850,6/14/2003,36,20.5,
USGS,USGS 5427850,6/15/2003,35.9,21.5,
USGS,USGS 5427850,6/16/2003,24.4,15.3,
USGS,USGS 5427850,6/17/2003,30.8,20.2,
USGS,USGS 5427850,6/18/2003,43.6,29.9,
USGS,USGS 5427850,6/19/2003,29.5,21.2,
USGS,USGS 5427850,6/20/2003,34,25.9,
USGS,USGS 5427850,6/21/2003,28,22.9,
USGS,USGS 5427850,6/22/2003,28.2,24.8,
USGS,USGS 5427850,6/23/2003,33.3,31.5,
USGS,USGS 5427850,6/24/2003,27.8,27.6,
USGS,USGS 5427850,6/25/2003,19.4,19.5,
USGS,USGS 5427850,6/26/2003,49.6,50.4,
USGS,USGS 5427850,6/27/2003,44.8,46.1,
USGS,USGS 5427850,6/28/2003,37.2,38.9,
USGS,USGS 5427850,6/29/2003,38.2,40.6,
USGS,USGS 5427850,6/30/2003,34.9,37.8,
USGS,USGS 5427850,7/1/2003,28.1,31,
USGS,USGS 5427850,7/2/2003,24,27,
USGS,USGS 5427850,7/3/2003,35.5,40.7,
USGS,USGS 5427850,7/4/2003,28.6,33.4,
USGS,USGS 5427850,7/5/2003,31.8,37.8,
USGS,USGS 5427850,7/6/2003,43.9,53.2,
USGS,USGS 5427850,7/7/2003,46.9,58.4,
USGS,USGS 5427850,7/8/2003,37.4,48.5,
USGS,USGS 5427850,7/9/2003,39.8,53.8,
USGS,USGS 5427850,7/10/2003,31.8,44.3,
USGS,USGS 5427850,7/11/2003,40.6,56.8,
USGS,USGS 5427850,7/12/2003,29.7,41.9,
USGS,USGS 5427850,7/13/2003,23.6,33.6,
USGS,USGS 5427850,7/14/2003,13,18.7,
USGS,USGS 5427850,7/15/2003,98.7,139,
USGS,USGS 5427850,7/16/2003,48.9,65.9,
USGS,USGS 5427850,7/17/2003,55.1,70.7,
USGS,USGS 5427850,7/18/2003,15.8,19.4,
USGS,USGS 5427850,7/19/2003,30.7,35.8,
USGS,USGS 5427850,7/20/2003,38.2,43.7,
USGS,USGS 5427850,7/21/2003,45.3,52.9,
USGS,USGS 5427850,7/22/2003,29.7,35.5,
USGS,USGS 5427850,7/23/2003,24.3,29.7,
USGS,USGS 5427850,7/24/2003,24.3,30.3,
USGS,USGS 5427850,7/25/2003,10.1,12.9,
USGS,USGS 5427850,7/26/2003,45.3,59.1,
USGS,USGS 5427850,7/27/2003,41.4,56,
USGS,USGS 5427850,7/28/2003,22.8,31.8,
USGS,USGS 5427850,7/29/2003,18.2,26.2,
USGS,USGS 5427850,7/30/2003,23.8,35.4,
USGS,USGS 5427850,7/31/2003,37.1,57,
USGS,USGS 5427850,8/1/2003,47.3,75.1,
USGS,USGS 5427850,8/2/2003,30.1,49.4,
USGS,USGS 5427850,8/3/2003,41.9,71.1,
USGS,USGS 5427850,8/4/2003,32.5,57,
USGS,USGS 5427850,8/5/2003,28.1,50,
USGS,USGS 5427850,8/6/2003,29,51.2,
USGS,USGS 5427850,8/7/2003,27.4,48,
USGS,USGS 5427850,8/8/2003,25.7,44.7,
USGS,USGS 5427850,8/9/2003,25.4,43.8,
USGS,USGS 5427850,8/10/2003,30.3,51.8,
USGS,USGS 5427850,8/11/2003,36.3,61.6,
USGS,USGS 5427850,8/12/2003,16.8,28.3,
USGS,USGS 5427850,8/13/2003,21.8,36.4,
USGS,USGS 5427850,8/14/2003,22.7,37.6,
USGS,USGS 5427850,8/15/2003,25.5,41.8,
USGS,USGS 5427850,8/16/2003,30.5,49.7,
USGS,USGS 5427850,8/17/2003,18.5,30,
USGS,USGS 5427850,8/18/2003,11.2,18,
USGS,USGS 5427850,8/19/2003,29.4,46.7,
USGS,USGS 5427850,8/20/2003,14.3,22.6,
USGS,USGS 5427850,8/21/2003,43.3,67.6,
USGS,USGS 5427850,8/22/2003,19.1,29.7,
USGS,USGS 5427850,8/23/2003,16.8,25.9,
USGS,USGS 5427850,8/24/2003,20.8,31.7,
USGS,USGS 5427850,8/25/2003,35.5,53.7,
USGS,USGS 5427850,8/26/2003,32.1,48.2,
USGS,USGS 5427850,8/27/2003,20.2,30.1,
USGS,USGS 5427850,8/28/2003,8.59,12.7,
USGS,USGS 5427850,8/29/2003,63.1,91.5,
USGS,USGS 5427850,8/30/2003,11.7,16.6,
USGS,USGS 5427850,8/31/2003,29.5,40.3,
USGS,USGS 5427850,9/1/2003,22.2,29.5,
USGS,USGS 5427850,9/2/2003,8.87,11.5,
USGS,USGS 5427850,9/3/2003,38.2,47.8,
USGS,USGS 5427850,9/4/2003,21.8,26.5,
USGS,USGS 5427850,9/5/2003,11.1,13.2,
USGS,USGS 5427850,9/6/2003,28.5,32.6,
USGS,USGS 5427850,9/7/2003,24.7,27.7,
USGS,USGS 5427850,9/8/2003,18.4,20.5,
USGS,USGS 5427850,9/9/2003,22.7,25.2,
USGS,USGS 5427850,9/10/2003,22.7,25,
USGS,USGS 5427850,9/11/2003,24.5,26.8,
USGS,USGS 5427850,9/12/2003,20.3,22.2,
USGS,USGS 5427850,9/13/2003,74.1,74.6,
USGS,USGS 5427850,9/14/2003,140,121,
USGS,USGS 5427850,9/15/2003,110,86.9,
USGS,USGS 5427850,9/16/2003,35.9,27.3,
USGS,USGS 5427850,9/17/2003,37.1,27.8,
USGS,USGS 5427850,9/18/2003,40.4,30,
USGS,USGS 5427850,9/19/2003,49.3,36.2,
USGS,USGS 5427850,9/20/2003,32.7,23.7,
USGS,USGS 5427850,9/21/2003,34.4,24.6,
USGS,USGS 5427850,9/22/2003,27.2,19.3,
USGS,USGS 5427850,9/23/2003,33.6,23.6,
USGS,USGS 5427850,9/24/2003,36,25,
USGS,USGS 5427850,9/25/2003,34.2,23.4,
USGS,USGS 5427850,9/26/2003,28.9,19.6,
USGS,USGS 5427850,9/27/2003,40,26.8,
USGS,USGS 5427850,9/28/2003,37.4,24.8,
USGS,USGS 5427850,9/29/2003,30.1,19.7,
USGS,USGS 5427850,9/30/2003,35.8,23.2,
USGS,USGS 5427850,10/1/2003,35.4,19,
USGS,USGS 5427850,10/2/2003,8.09,2.71,
USGS,USGS 5427850,10/3/2003,59.4,37,
USGS,USGS 5427850,10/4/2003,32.7,17.1,
USGS,USGS 5427850,10/5/2003,32.1,10.5,
USGS,USGS 5427850,10/6/2003,26.7,12.9,
USGS,USGS 5427850,10/7/2003,37.5,19.4,
USGS,USGS 5427850,10/8/2003,35.8,18.5,
USGS,USGS 5427850,10/9/2003,30.8,15,
USGS,USGS 5427850,10/10/2003,33.5,15.4,
USGS,USGS 5427850,10/11/2003,13.7,5.2,
USGS,USGS 5427850,10/12/2003,57.3,32.5,
USGS,USGS 5427850,10/13/2003,35.6,17.6,
USGS,USGS 5427850,10/14/2003,40,20,
USGS,USGS 5427850,10/15/2003,43.3,21.8,
USGS,USGS 5427850,10/16/2003,43.1,21.6,
USGS,USGS 5427850,10/17/2003,18.9,7.34,
USGS,USGS 5427850,10/18/2003,57.6,31.4,
USGS,USGS 5427850,10/19/2003,33.4,14.9,
USGS,USGS 5427850,10/20/2003,37.8,17.7,
USGS,USGS 5427850,10/21/2003,54.2,27.8,
USGS,USGS 5427850,10/22/2003,36.8,16.8,
USGS,USGS 5427850,10/23/2003,38.2,17.2,
USGS,USGS 5427850,10/24/2003,33.8,14.8,
USGS,USGS 5427850,10/25/2003,42.6,19.9,
USGS,USGS 5427850,10/26/2003,44.9,21,
USGS,USGS 5427850,10/27/2003,15.8,5.34,
USGS,USGS 5427850,10/28/2003,41.4,18.2,
USGS,USGS 5427850,10/29/2003,63.7,32.4,
USGS,USGS 5427850,10/30/2003,34.8,14.6,
USGS,USGS 5427850,10/31/2003,38.4,16.1,
USGS,USGS 5427850,11/1/2003,41.4,17.6,
USGS,USGS 5427850,11/2/2003,81.8,43.3,
USGS,USGS 5427850,11/3/2003,140,86.3,
USGS,USGS 5427850,11/4/2003,326,257,
USGS,USGS 5427850,11/5/2003,366,297,
USGS,USGS 5427850,11/6/2003,175,113,
USGS,USGS 5427850,11/7/2003,100,53.8,
USGS,USGS 5427850,11/8/2003,62.6,29.2,
USGS,USGS 5427850,11/9/2003,54.4,23.7,
USGS,USGS 5427850,11/10/2003,62.5,28.2,
USGS,USGS 5427850,11/11/2003,69.9,32.8,
USGS,USGS 5427850,11/12/2003,35.6,13.6,
USGS,USGS 5427850,11/13/2003,85,86.2,
USGS,USGS 5427850,11/14/2003,46,38.7,
USGS,USGS 5427850,11/15/2003,63.4,63.2,
USGS,USGS 5427850,11/16/2003,56.9,24.1,
USGS,USGS 5427850,11/17/2003,46.8,18.6,
USGS,USGS 5427850,11/18/2003,80.2,37.1,
USGS,USGS 5427850,11/19/2003,70.1,31,
USGS,USGS 5427850,11/20/2003,69.2,30.2,
USGS,USGS 5427850,11/21/2003,88.9,41.8,
USGS,USGS 5427850,11/22/2003,53.1,21.1,
USGS,USGS 5427850,11/23/2003,130,67.8,
USGS,USGS 5427850,11/24/2003,254,114,
USGS,USGS 5427850,11/25/2003,144,76.5,
USGS,USGS 5427850,11/26/2003,111,119,
USGS,USGS 5427850,11/27/2003,81.8,36.2,
USGS,USGS 5427850,11/28/2003,77.3,33.2,
USGS,USGS 5427850,11/29/2003,62,24.9,
USGS,USGS 5427850,11/30/2003,68.8,28.5,
USGS,USGS 5427850,12/1/2003,84.7,37.2,
USGS,USGS 5427850,12/2/2003,68.9,28.2,
USGS,USGS 5427850,12/3/2003,62,24.4,
USGS,USGS 5427850,12/4/2003,56.5,21.7,
USGS,USGS 5427850,12/5/2003,55.4,20.6,
USGS,USGS 5427850,12/6/2003,48.1,17.2,
USGS,USGS 5427850,12/7/2003,42.3,14.4,
USGS,USGS 5427850,12/8/2003,73.1,29.5,
USGS,USGS 5427850,12/9/2003,76.2,31,
USGS,USGS 5427850,12/10/2003,123,37.8,
USGS,USGS 5427850,12/11/2003,132,50.6,
USGS,USGS 5427850,12/12/2003,72.7,29.1,
USGS,USGS 5427850,12/13/2003,64.1,24.4,
USGS,USGS 5427850,12/14/2003,54.2,19.5,
USGS,USGS 5427850,12/15/2003,55.7,20.4,
USGS,USGS 5427850,12/16/2003,59.5,21.7,
USGS,USGS 5427850,12/17/2003,54.9,19.8,
USGS,USGS 5427850,12/18/2003,50.2,17.4,
USGS,USGS 5427850,12/19/2003,49.9,17.4,
USGS,USGS 5427850,12/20/2003,34.5,10.4,
USGS,USGS 5427850,12/21/2003,58.4,21,
USGS,USGS 5427850,12/22/2003,48.4,16.4,
USGS,USGS 5427850,12/23/2003,48.9,12.7,
USGS,USGS 5427850,12/24/2003,43.4,14.1,
USGS,USGS 5427850,12/25/2003,42.4,13.6,
USGS,USGS 5427850,12/26/2003,41.5,13.2,
USGS,USGS 5427850,12/27/2003,41.5,9.7,
USGS,USGS 5427850,12/28/2003,60.4,21.7,
USGS,USGS 5427850,12/29/2003,48.2,16.2,
USGS,USGS 5427850,12/30/2003,33.9,10.3,
USGS,USGS 5427850,12/31/2003,63.6,23.6,
USGS,USGS 5427850,1/1/2004,44.4,14.4,
USGS,USGS 5427850,1/2/2004,43.7,14.4,
USGS,USGS 5427850,1/3/2004,55.5,19.8,
USGS,USGS 5427850,1/4/2004,45.4,14.9,
USGS,USGS 5427850,1/5/2004,38.9,12.3,
USGS,USGS 5427850,1/6/2004,37,11.5,
USGS,USGS 5427850,1/7/2004,40,12.8,
USGS,USGS 5427850,1/8/2004,36.7,11.5,
USGS,USGS 5427850,1/9/2004,37.2,11.5,
USGS,USGS 5427850,1/10/2004,39.3,12.4,
USGS,USGS 5427850,1/11/2004,41.4,13.2,
USGS,USGS 5427850,1/12/2004,42.8,14.1,
USGS,USGS 5427850,1/13/2004,45.1,15,
USGS,USGS 5427850,1/14/2004,38.8,12.4,
USGS,USGS 5427850,1/15/2004,36.1,11.2,
USGS,USGS 5427850,1/16/2004,41.2,13.4,
USGS,USGS 5427850,1/17/2004,42,13.8,
USGS,USGS 5427850,1/18/2004,34.3,10.5,
USGS,USGS 5427850,1/19/2004,32.3,9.71,
USGS,USGS 5427850,1/20/2004,37.7,12.2,
USGS,USGS 5427850,1/21/2004,38.8,12.7,
USGS,USGS 5427850,1/22/2004,32.2,9.8,
USGS,USGS 5427850,1/23/2004,39.1,12.8,
USGS,USGS 5427850,1/24/2004,31.2,9.46,
USGS,USGS 5427850,1/25/2004,34.5,10.7,
USGS,USGS 5427850,1/26/2004,33.7,10.8,
USGS,USGS 5427850,1/27/2004,29,8.76,
USGS,USGS 5427850,1/28/2004,25.3,7.24,
USGS,USGS 5427850,1/29/2004,24.6,7.27,
USGS,USGS 5427850,1/30/2004,40.1,13.5,
USGS,USGS 5427850,1/31/2004,35.7,11.8,
USGS,USGS 5427850,2/1/2004,38.4,12.8,
USGS,USGS 5427850,2/2/2004,32.8,10.7,
USGS,USGS 5427850,2/3/2004,41,14.2,
USGS,USGS 5427850,2/4/2004,47.3,17.1,
USGS,USGS 5427850,2/5/2004,38.4,13,
USGS,USGS 5427850,2/6/2004,41.9,14.9,
USGS,USGS 5427850,2/7/2004,46.7,17.4,
USGS,USGS 5427850,2/8/2004,46.1,17,
USGS,USGS 5427850,2/9/2004,46.6,17.6,
USGS,USGS 5427850,2/10/2004,49,18.7,
USGS,USGS 5427850,2/11/2004,53.2,20.9,
USGS,USGS 5427850,2/12/2004,56,22.6,
USGS,USGS 5427850,2/13/2004,47,18,
USGS,USGS 5427850,2/14/2004,54.4,21.8,
USGS,USGS 5427850,2/15/2004,49.5,19.3,
USGS,USGS 5427850,2/16/2004,48.9,19.4,
USGS,USGS 5427850,2/17/2004,54.1,22.2,
USGS,USGS 5427850,2/18/2004,54.4,22.4,
USGS,USGS 5427850,2/19/2004,46.7,18.8,
USGS,USGS 5427850,2/20/2004,46.7,18.9,
USGS,USGS 5427850,2/21/2004,56.1,24,
USGS,USGS 5427850,2/22/2004,58.2,25.3,
USGS,USGS 5427850,2/23/2004,54.5,10.7,
USGS,USGS 5427850,2/24/2004,78.3,37.8,
USGS,USGS 5427850,2/25/2004,83.8,42,
USGS,USGS 5427850,2/26/2004,104,56,
USGS,USGS 5427850,2/27/2004,128,211,
USGS,USGS 5427850,2/28/2004,133,78.5,
USGS,USGS 5427850,2/29/2004,165,105,
USGS,USGS 5427850,3/1/2004,184,434,
USGS,USGS 5427850,3/2/2004,159,102,
USGS,USGS 5427850,3/3/2004,101,56.6,
USGS,USGS 5427850,3/4/2004,93,51.2,
USGS,USGS 5427850,3/5/2004,206,146,
USGS,USGS 5427850,3/6/2004,277,478,
USGS,USGS 5427850,3/7/2004,139,88.8,
USGS,USGS 5427850,3/8/2004,90.8,51.5,
USGS,USGS 5427850,3/9/2004,71.8,38.2,
USGS,USGS 5427850,3/10/2004,47.2,22,
USGS,USGS 5427850,3/11/2004,70.5,98.5,
USGS,USGS 5427850,3/12/2004,63.8,33.6,
USGS,USGS 5427850,3/13/2004,40.6,18.9,
USGS,USGS 5427850,3/14/2004,56.5,28.7,
USGS,USGS 5427850,3/15/2004,73.9,41.8,
USGS,USGS 5427850,3/16/2004,47.2,23.2,
USGS,USGS 5427850,3/17/2004,52.5,27.5,
USGS,USGS 5427850,3/18/2004,53.2,27.7,
USGS,USGS 5427850,3/19/2004,38,18.1,
USGS,USGS 5427850,3/20/2004,80.8,49.2,
USGS,USGS 5427850,3/21/2004,64.1,36.5,
USGS,USGS 5427850,3/22/2004,42.6,21.9,
USGS,USGS 5427850,3/23/2004,67,39.5,
USGS,USGS 5427850,3/24/2004,69.1,25.7,
USGS,USGS 5427850,3/25/2004,53.8,30.3,
USGS,USGS 5427850,3/26/2004,156,123,
USGS,USGS 5427850,3/27/2004,119,87,
USGS,USGS 5427850,3/28/2004,79.6,52.2,
USGS,USGS 5427850,3/29/2004,126,95.6,
USGS,USGS 5427850,3/30/2004,121,91.6,
USGS,USGS 5427850,3/31/2004,63.2,39.3,
USGS,USGS 5427850,4/1/2004,76,50.8,
USGS,USGS 5427850,4/2/2004,70.1,46,
USGS,USGS 5427850,4/3/2004,80.3,55.3,
USGS,USGS 5427850,4/4/2004,58.9,37.5,
USGS,USGS 5427850,4/5/2004,55.8,35.3,
USGS,USGS 5427850,4/6/2004,76.1,53.2,
USGS,USGS 5427850,4/7/2004,58.7,61.1,
USGS,USGS 5427850,4/8/2004,72.3,50.6,
USGS,USGS 5427850,4/9/2004,64,43.8,
USGS,USGS 5427850,4/10/2004,64.8,45.1,
USGS,USGS 5427850,4/11/2004,62.9,43.7,
USGS,USGS 5427850,4/12/2004,52.1,34.3,
USGS,USGS 5427850,4/13/2004,51.3,33.7,
USGS,USGS 5427850,4/14/2004,55.2,37.6,
USGS,USGS 5427850,4/15/2004,38.4,23.4,
USGS,USGS 5427850,4/16/2004,69.6,52.6,
USGS,USGS 5427850,4/17/2004,71.2,54,
USGS,USGS 5427850,4/18/2004,-40.7,-42.5,
USGS,USGS 5427850,4/19/2004,170,208,
USGS,USGS 5427850,4/20/2004,67.7,52.5,
USGS,USGS 5427850,4/21/2004,81,66.6,
USGS,USGS 5427850,4/22/2004,78.6,65.1,
USGS,USGS 5427850,4/23/2004,58.8,44.8,
USGS,USGS 5427850,4/24/2004,72.1,58.7,
USGS,USGS 5427850,4/25/2004,45.1,32,
USGS,USGS 5427850,4/26/2004,71.3,58.6,
USGS,USGS 5427850,4/27/2004,43.3,30.6,
USGS,USGS 5427850,4/28/2004,-1.97,-2.1,
USGS,USGS 5427850,4/29/2004,101,95.5,
USGS,USGS 5427850,4/30/2004,74.2,64.1,
USGS,USGS 5427850,5/1/2004,51.9,40.7,
USGS,USGS 5427850,5/2/2004,55.1,44.2,
USGS,USGS 5427850,5/3/2004,31.1,21,
USGS,USGS 5427850,5/4/2004,67.5,58.2,
USGS,USGS 5427850,5/5/2004,43.7,33.8,
USGS,USGS 5427850,5/6/2004,57.6,49,
USGS,USGS 5427850,5/7/2004,46.7,37.4,
USGS,USGS 5427850,5/8/2004,51.8,43.1,
USGS,USGS 5427850,5/9/2004,78.1,73.9,
USGS,USGS 5427850,5/10/2004,76.7,73.2,
USGS,USGS 5427850,5/11/2004,81.8,80.2,
USGS,USGS 5427850,5/12/2004,53.2,44.9,
USGS,USGS 5427850,5/13/2004,77.4,74.9,
USGS,USGS 5427850,5/14/2004,83.9,84.6,
USGS,USGS 5427850,5/15/2004,74.2,72.2,
USGS,USGS 5427850,5/16/2004,59.3,54,
USGS,USGS 5427850,5/17/2004,58,53.2,
USGS,USGS 5427850,5/18/2004,105,116,
USGS,USGS 5427850,5/19/2004,75.6,76.8,
USGS,USGS 5427850,5/20/2004,85.6,90.9,
USGS,USGS 5427850,5/21/2004,89.2,95.7,
USGS,USGS 5427850,5/22/2004,436,766,
USGS,USGS 5427850,5/23/2004,721,1170,
USGS,USGS 5427850,5/24/2004,747,1660,
USGS,USGS 5427850,5/25/2004,411,1050,
USGS,USGS 5427850,5/26/2004,167,150,
USGS,USGS 5427850,5/27/2004,139,250,
USGS,USGS 5427850,5/28/2004,102,119,
USGS,USGS 5427850,5/29/2004,124,155,
USGS,USGS 5427850,5/30/2004,139,181,
USGS,USGS 5427850,5/31/2004,174,244,
USGS,USGS 5427850,6/1/2004,183,261,
USGS,USGS 5427850,6/2/2004,146,196,
USGS,USGS 5427850,6/3/2004,114,142,
USGS,USGS 5427850,6/4/2004,111,138,
USGS,USGS 5427850,6/5/2004,106,131,
USGS,USGS 5427850,6/6/2004,97.6,118,
USGS,USGS 5427850,6/7/2004,72.7,80.8,
USGS,USGS 5427850,6/8/2004,106,132,
USGS,USGS 5427850,6/9/2004,110,93.7,
USGS,USGS 5427850,6/10/2004,87.5,103,
USGS,USGS 5427850,6/11/2004,157,163,
USGS,USGS 5427850,6/12/2004,152,215,
USGS,USGS 5427850,6/13/2004,119,97.6,
USGS,USGS 5427850,6/14/2004,95.5,119,
USGS,USGS 5427850,6/15/2004,83.8,100,
USGS,USGS 5427850,6/16/2004,76,53.7,
USGS,USGS 5427850,6/17/2004,114,150,
USGS,USGS 5427850,6/18/2004,104,133,
USGS,USGS 5427850,6/19/2004,81.1,76.9,
USGS,USGS 5427850,6/20/2004,60.1,65.2,
USGS,USGS 5427850,6/21/2004,90.7,67.7,
USGS,USGS 5427850,6/22/2004,87,75.1,
USGS,USGS 5427850,6/23/2004,89,110,
USGS,USGS 5427850,6/24/2004,97.5,123,
USGS,USGS 5427850,6/25/2004,73.4,85,
USGS,USGS 5427850,6/26/2004,79,94.3,
USGS,USGS 5427850,6/27/2004,70,80.6,
USGS,USGS 5427850,6/28/2004,73.5,86.8,
USGS,USGS 5427850,6/29/2004,65.7,74.8,
USGS,USGS 5427850,6/30/2004,49.7,52,
