# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,
#,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,
#,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,
#,,,,,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,,,,,
# retrieved: 2023-04-12 15:50:48 EDT       (sdww01),,,,,,,,,,,,
#,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,
"#    USGS 05427850 YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI",,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,
#,,,,,,,,,,,,
# Data provided for site 05427850,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,
"#        154921       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,
"#        223623       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        223624       91050     00003     Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",,,,,,,,,,,,
"#        223625       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        232446       91060     00003     Orthophosphate, water, dissolved, pounds per day (Mean)",,,,,,,,,,,,
#,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,
#        ,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,
# ,,,,,,,,,,,,
agency_cd,site_no,sampledate,"Discharge, cubic feet per second (Mean)",154921_00060_00003_cd,"Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",223623_00671_00003_cd,"Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",223624_91050_00003_cd,"Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",223625_00665_00003_cd,"Orthophosphate, water, dissolved, pounds per day (Mean)",232446_91060_00003_cd
USGS,5427850,12/11/2002,39.8,A,5.89,A,,,,,,
USGS,5427850,12/12/2002,44.7,A,6.54,A,,,,,,
USGS,5427850,12/13/2002,48.6,A,7.04,A,,,,,,
USGS,5427850,12/14/2002,43.7,A,6.26,A,,,,,,
USGS,5427850,12/15/2002,63.6,A,9.01,A,,,,,,
USGS,5427850,12/16/2002,38.6,A,5.42,A,,,,,,
USGS,5427850,12/17/2002,46.5,A,6.45,A,,,,,,
USGS,5427850,12/18/2002,61.1,A,8.38,A,,,,,,
USGS,5427850,12/19/2002,75.5,A,10.2,A,,,,,,
USGS,5427850,12/20/2002,53.1,A,7.13,A,,,,,,
USGS,5427850,12/21/2002,57.9,A,7.69,A,,,,,,
USGS,5427850,12/22/2002,33.8,A,4.44,A,,,,,,
USGS,5427850,12/23/2002,46.7,A,6.07,A,,,,,,
USGS,5427850,12/24/2002,43.1,A,5.54,A,,,,,,
USGS,5427850,12/25/2002,43.4,A,5.52,A,,,,,,
USGS,5427850,12/26/2002,40.9,A,5.15,A,,,,,,
USGS,5427850,12/27/2002,42.1,A,5.24,A,,,,,,
USGS,5427850,12/28/2002,54.6,A,6.72,A,,,,,,
USGS,5427850,12/29/2002,51.9,A,6.32,A,,,,,,
USGS,5427850,12/30/2002,49.5,A,5.96,A,,,,,,
USGS,5427850,12/31/2002,52,A,6.19,A,,,,,,
USGS,5427850,1/1/2003,41.2,A,4.86,A,,,,,,
USGS,5427850,1/2/2003,41.1,A,4.79,A,,,,,,
USGS,5427850,1/3/2003,38.1,A,4.4,A,,,,,,
USGS,5427850,1/4/2003,43.3,A,4.95,A,,,,,,
USGS,5427850,1/5/2003,48.9,A,5.52,A,,,,,,
USGS,5427850,1/6/2003,40.9,A,4.57,A,,,,,,
USGS,5427850,1/7/2003,46.5,A,5.14,A,,,,,,
USGS,5427850,1/8/2003,43.3,A,4.73,A,,,,,,
USGS,5427850,1/9/2003,46.1,A,4.99,A,,,,,,
USGS,5427850,1/10/2003,30.8,A,3.3,A,,,,,,
USGS,5427850,1/11/2003,30.7,A,3.25,A,,,,,,
USGS,5427850,1/12/2003,41.4,A,4.33,A,,,,,,
USGS,5427850,1/13/2003,38.7,A,4.01,A,,,,,,
USGS,5427850,1/14/2003,32.2,A,3.3,A,,,,,,
USGS,5427850,1/15/2003,29.7,A,3.01,A,,,,,,
USGS,5427850,1/16/2003,39.6,A,3.96,A,,,,,,
USGS,5427850,1/17/2003,32.9,A,3.26,A,,,,,,
USGS,5427850,1/18/2003,34.9,A,3.42,A,,,,,,
USGS,5427850,1/19/2003,28.6,A,2.78,A,,,,,,
USGS,5427850,1/20/2003,35.5,A,3.41,A,,,,,,
USGS,5427850,1/21/2003,29.7,A,2.82,A,,,,,,
USGS,5427850,1/22/2003,27.8,A,2.61,A,,,,,,
USGS,5427850,1/23/2003,22,A,2.05,A,,,,,,
USGS,5427850,1/24/2003,21.8,A,2,A,,,,,,
USGS,5427850,1/25/2003,25.9,A,2.36,A,,,,,,
USGS,5427850,1/26/2003,29.7,A,2.67,A,,,,,,
USGS,5427850,1/27/2003,22.8,A,2.03,A,,,,,,
USGS,5427850,1/28/2003,28.1,A,2.48,A,,,,,,
USGS,5427850,1/29/2003,28.3,A,2.47,A,,,,,,
USGS,5427850,1/30/2003,30.5,A,2.63,A,,,,,,
USGS,5427850,1/31/2003,38.9,A,3.32,A,,,,,,
USGS,5427850,2/1/2003,38.5,A,3.25,A,,,,,,
USGS,5427850,2/2/2003,29.4,A,2.46,A,,,,,,
USGS,5427850,2/3/2003,28.2,A,2.33,A,,,,,,
USGS,5427850,2/4/2003,35.6,A,2.9,A,,,,,,
USGS,5427850,2/5/2003,33.8,A,2.73,A,,,,,,
USGS,5427850,2/6/2003,35.7,A,2.85,A,,,,,,
USGS,5427850,2/7/2003,29.3,A,2.32,A,,,,,,
USGS,5427850,2/8/2003,33.7,A,2.63,A,,,,,,
USGS,5427850,2/9/2003,34.3,A,2.65,A,,,,,,
USGS,5427850,2/10/2003,31.1,A,2.38,A,,,,,,
USGS,5427850,2/11/2003,32.9,A,2.49,A,,,,,,
USGS,5427850,2/12/2003,40.3,A,3.01,A,,,,,,
USGS,5427850,2/13/2003,36.8,A,2.73,A,,,,,,
USGS,5427850,2/14/2003,39.2,A,2.87,A,,,,,,
USGS,5427850,2/15/2003,35.3,A,2.56,A,,,,,,
USGS,5427850,2/16/2003,36.8,A,2.64,A,,,,,,
USGS,5427850,2/17/2003,33.7,A,2.39,A,,,,,,
USGS,5427850,2/18/2003,38.1,A,2.68,A,,,,,,
USGS,5427850,2/19/2003,37.5,A,2.68,A,,,,,,
USGS,5427850,2/20/2003,45.3,A,3.3,A,,,,,,
USGS,5427850,2/21/2003,63.2,A,4.68,A,,,,,,
USGS,5427850,2/22/2003,68.6,A,5.17,A,,,,,,
USGS,5427850,2/23/2003,39.8,A,3.06,A,,,,,,
USGS,5427850,2/24/2003,37.1,A,2.89,A,,,,,,
USGS,5427850,2/25/2003,38.6,A,3.06,A,,,,,,
USGS,5427850,2/26/2003,35.9,A,2.89,A,,,,,,
USGS,5427850,2/27/2003,33,A,2.71,A,,,,,,
USGS,5427850,2/28/2003,37.6,A,3.14,A,,,,,,
USGS,5427850,3/1/2003,34.8,A,2.96,A,,,,,,
USGS,5427850,3/2/2003,36.8,A,3.18,A,,,,,,
USGS,5427850,3/3/2003,32,A,2.81,A,,,,,,
USGS,5427850,3/4/2003,27.8,A,2.49,A,,,,,,
USGS,5427850,3/5/2003,30.7,A,2.79,A,,,,,,
USGS,5427850,3/6/2003,40.9,A,3.79,A,,,,,,
USGS,5427850,3/7/2003,29.7,A,2.8,A,,,,,,
USGS,5427850,3/8/2003,45.4,A,4.35,A,,,,,,
USGS,5427850,3/9/2003,36.9,A,3.6,A,,,,,,
USGS,5427850,3/10/2003,32,A,3.18,A,,,,,,
USGS,5427850,3/11/2003,37.6,A,3.79,A,,,,,,
USGS,5427850,3/12/2003,37.9,A,3.94,A,,,,,,
USGS,5427850,3/13/2003,40.7,A,4.62,A,,,,,,
USGS,5427850,3/14/2003,46.9,A,5.85,A,,,,,,
USGS,5427850,3/15/2003,74.5,A,10.2,A,,,,,,
USGS,5427850,3/16/2003,85.4,A,12.9,A,,,,,,
USGS,5427850,3/17/2003,72.8,A,12.1,A,,,,,,
USGS,5427850,3/18/2003,62.2,A,11.4,A,,,,,,
USGS,5427850,3/19/2003,47.4,A,9.57,A,,,,,,
USGS,5427850,3/20/2003,48.7,A,10.8,A,,,,,,
USGS,5427850,3/21/2003,43.9,A,10.7,A,,,,,,
USGS,5427850,3/22/2003,58.6,A,15.8,A,,,,,,
USGS,5427850,3/23/2003,40.6,A,12,A,,,,,,
USGS,5427850,3/24/2003,50.1,A,16.3,A,,,,,,
USGS,5427850,3/25/2003,46.5,A,16.7,A,,,,,,
USGS,5427850,3/26/2003,46.8,A,18.5,A,,,,,,
USGS,5427850,3/27/2003,51.6,A,22.4,A,,,,,,
USGS,5427850,3/28/2003,42,A,20.1,A,,,,,,
USGS,5427850,3/29/2003,83.1,A,43.7,A,,,,,,
USGS,5427850,3/30/2003,52,A,30.2,A,,,,,,
USGS,5427850,3/31/2003,40.8,A,26,A,,,,,,
USGS,5427850,4/1/2003,64.9,A,45.5,A,,,,,,
USGS,5427850,4/2/2003,75.6,A,56.6,A,,,,,,
USGS,5427850,4/3/2003,30.1,A,23,A,,,,,,
USGS,5427850,4/4/2003,50.8,A,39.3,A,,,,,,
USGS,5427850,4/5/2003,33.3,A,26.2,A,,,,,,
USGS,5427850,4/6/2003,84.9,A,68.1,A,,,,,,
USGS,5427850,4/7/2003,31.9,A,26.4,A,,,,,,
USGS,5427850,4/8/2003,17.3,A,14.8,A,,,,,,
USGS,5427850,4/9/2003,48.5,A,42.5,A,,,,,,
USGS,5427850,4/10/2003,53.6,A,48.4,A,,,,,,
USGS,5427850,4/11/2003,61.9,A,57.5,A,,,,,,
USGS,5427850,4/12/2003,56.4,A,53.9,A,,,,,,
USGS,5427850,4/13/2003,39.5,A,38.9,A,,,,,,
USGS,5427850,4/14/2003,24.7,A,25.1,A,,,,,,
USGS,5427850,4/15/2003,65.3,A,68.1,A,,,,,,
USGS,5427850,4/16/2003,110,A,118,A,,,,,,
USGS,5427850,4/17/2003,-1.45,A,-1.36,A,,,,,,
USGS,5427850,4/18/2003,47.3,A,51.8,A,,,,,,
USGS,5427850,4/19/2003,26.8,A,29.8,A,,,,,,
USGS,5427850,4/20/2003,42.6,A,47.1,A,,,,,,
USGS,5427850,4/21/2003,101,A,109,A,,,,,,
USGS,5427850,4/22/2003,38.3,A,40,A,,,,,,
USGS,5427850,4/23/2003,44,A,44.6,A,,,,,,
USGS,5427850,4/24/2003,45.3,A,44.6,A,,,,,,
USGS,5427850,4/25/2003,44.1,A,42.1,A,,,,,,
USGS,5427850,4/26/2003,27.7,A,25.7,A,,,,,,
USGS,5427850,4/27/2003,25.8,A,23.3,A,,,,,,
USGS,5427850,4/28/2003,53.1,A,47.3,A,,,,,,
USGS,5427850,4/29/2003,32.8,A,29.8,A,,,,,,
USGS,5427850,4/30/2003,68.5,A,65.5,A,,,,,,
USGS,5427850,5/1/2003,188,A,190,A,,,,,,
USGS,5427850,5/2/2003,114,A,112,A,,,,,,
USGS,5427850,5/3/2003,73.1,A,70.3,A,,,,,,
USGS,5427850,5/4/2003,75.4,A,69.9,A,,,,,,
USGS,5427850,5/5/2003,77.3,A,68.3,A,,,,,,
USGS,5427850,5/6/2003,104,A,87.3,A,,,,,,
USGS,5427850,5/7/2003,86.8,A,85.8,A,,,,,,
USGS,5427850,5/8/2003,100,A,159,A,,,,,,
USGS,5427850,5/9/2003,102,A,192,A,,,,,,
USGS,5427850,5/10/2003,112,A,159,A,,,,,,
USGS,5427850,5/11/2003,108,A,114,A,,,,,,
USGS,5427850,5/12/2003,209,A,185,A,,,,,,
USGS,5427850,5/13/2003,104,A,92.5,A,,,,,,
USGS,5427850,5/14/2003,89.2,A,76.8,A,,,,,,
USGS,5427850,5/15/2003,83.6,A,68.9,A,,,,,,
USGS,5427850,5/16/2003,80.4,A,61.4,A,,,,,,
USGS,5427850,5/17/2003,68.7,A,50.8,A,,,,,,
USGS,5427850,5/18/2003,68.8,A,49.3,A,,,,,,
USGS,5427850,5/19/2003,59.1,A,41,A,,,,,,
USGS,5427850,5/20/2003,95.7,A,64.3,A,,,,,,
USGS,5427850,5/21/2003,65,A,43,A,,,,,,
USGS,5427850,5/22/2003,61.9,A,41.1,A,,,,,,
USGS,5427850,5/23/2003,59.3,A,39.7,A,,,,,,
USGS,5427850,5/24/2003,60.6,A,40.8,A,,,,,,
USGS,5427850,5/25/2003,57.2,A,38.7,A,,,,,,
USGS,5427850,5/26/2003,50.9,A,34,A,,,,,,
USGS,5427850,5/27/2003,48.5,A,30.8,A,,,,,,
USGS,5427850,5/28/2003,48.8,A,31.8,A,,,,,,
USGS,5427850,5/29/2003,49.5,A,37.5,A,,,,,,
USGS,5427850,5/30/2003,47.4,A,41.8,A,,,,,,
USGS,5427850,5/31/2003,50.8,A,46.5,A,,,,,,
USGS,5427850,6/1/2003,42.3,A,33.8,A,,,,,,
USGS,5427850,6/2/2003,37.6,A,26.1,A,,,,,,
USGS,5427850,6/3/2003,47.2,A,30.4,A,,,,,,
USGS,5427850,6/4/2003,40.4,A,26.7,A,,,,,,
USGS,5427850,6/5/2003,42.7,A,29,A,,,,,,
USGS,5427850,6/6/2003,26.4,A,18.4,A,,,,,,
USGS,5427850,6/7/2003,61.2,A,42.5,A,,,,,,
USGS,5427850,6/8/2003,45.5,A,30.1,A,,,,,,
USGS,5427850,6/9/2003,53.1,A,33.5,A,,,,,,
USGS,5427850,6/10/2003,43.8,A,26.4,A,,,,,,
USGS,5427850,6/11/2003,47,A,27.1,A,,,,,,
USGS,5427850,6/12/2003,34.2,A,18.8,A,,,,,,
USGS,5427850,6/13/2003,39.1,A,21.3,A,,,,,,
USGS,5427850,6/14/2003,36,A,20.5,A,,,,,,
USGS,5427850,6/15/2003,35.9,A,21.5,A,,,,,,
USGS,5427850,6/16/2003,24.4,A,15.3,A,,,,,,
USGS,5427850,6/17/2003,30.8,A,20.2,A,,,,,,
USGS,5427850,6/18/2003,43.6,A,29.9,A,,,,,,
USGS,5427850,6/19/2003,29.5,A,21.2,A,,,,,,
USGS,5427850,6/20/2003,34,A,25.9,A,,,,,,
USGS,5427850,6/21/2003,28,A,22.9,A,,,,,,
USGS,5427850,6/22/2003,28.2,A,24.8,A,,,,,,
USGS,5427850,6/23/2003,33.3,A,31.5,A,,,,,,
USGS,5427850,6/24/2003,27.8,A,27.6,A,,,,,,
USGS,5427850,6/25/2003,19.4,A,19.5,A,,,,,,
USGS,5427850,6/26/2003,49.6,A,50.4,A,,,,,,
USGS,5427850,6/27/2003,44.8,A,46.1,A,,,,,,
USGS,5427850,6/28/2003,37.2,A,38.9,A,,,,,,
USGS,5427850,6/29/2003,38.2,A,40.6,A,,,,,,
USGS,5427850,6/30/2003,34.9,A,37.8,A,,,,,,
USGS,5427850,7/1/2003,28.1,A,31,A,,,,,,
USGS,5427850,7/2/2003,24,A,27,A,,,,,,
USGS,5427850,7/3/2003,35.5,A,40.7,A,,,,,,
USGS,5427850,7/4/2003,28.6,A,33.4,A,,,,,,
USGS,5427850,7/5/2003,31.8,A,37.8,A,,,,,,
USGS,5427850,7/6/2003,43.9,A,53.2,A,,,,,,
USGS,5427850,7/7/2003,46.9,A,58.4,A,,,,,,
USGS,5427850,7/8/2003,37.4,A,48.5,A,,,,,,
USGS,5427850,7/9/2003,39.8,A,53.8,A,,,,,,
USGS,5427850,7/10/2003,31.8,A,44.3,A,,,,,,
USGS,5427850,7/11/2003,40.6,A,56.8,A,,,,,,
USGS,5427850,7/12/2003,29.7,A,41.9,A,,,,,,
USGS,5427850,7/13/2003,23.6,A,33.6,A,,,,,,
USGS,5427850,7/14/2003,13,A,18.7,A,,,,,,
USGS,5427850,7/15/2003,98.7,A,139,A,,,,,,
USGS,5427850,7/16/2003,48.9,A,65.9,A,,,,,,
USGS,5427850,7/17/2003,55.1,A,70.7,A,,,,,,
USGS,5427850,7/18/2003,15.8,A,19.4,A,,,,,,
USGS,5427850,7/19/2003,30.7,A,35.8,A,,,,,,
USGS,5427850,7/20/2003,38.2,A,43.7,A,,,,,,
USGS,5427850,7/21/2003,45.3,A,52.9,A,,,,,,
USGS,5427850,7/22/2003,29.7,A,35.5,A,,,,,,
USGS,5427850,7/23/2003,24.3,A,29.7,A,,,,,,
USGS,5427850,7/24/2003,24.3,A,30.3,A,,,,,,
USGS,5427850,7/25/2003,10.1,A,12.9,A,,,,,,
USGS,5427850,7/26/2003,45.3,A,59.1,A,,,,,,
USGS,5427850,7/27/2003,41.4,A,56,A,,,,,,
USGS,5427850,7/28/2003,22.8,A,31.8,A,,,,,,
USGS,5427850,7/29/2003,18.2,A,26.2,A,,,,,,
USGS,5427850,7/30/2003,23.8,A,35.4,A,,,,,,
USGS,5427850,7/31/2003,37.1,A,57,A,,,,,,
USGS,5427850,8/1/2003,47.3,A,75.1,A,,,,,,
USGS,5427850,8/2/2003,30.1,A,49.4,A,,,,,,
USGS,5427850,8/3/2003,41.9,A,71.1,A,,,,,,
USGS,5427850,8/4/2003,32.5,A,57,A,,,,,,
USGS,5427850,8/5/2003,28.1,A,50,A,,,,,,
USGS,5427850,8/6/2003,29,A,51.2,A,,,,,,
USGS,5427850,8/7/2003,27.4,A,48,A,,,,,,
USGS,5427850,8/8/2003,25.7,A,44.7,A,,,,,,
USGS,5427850,8/9/2003,25.4,A,43.8,A,,,,,,
USGS,5427850,8/10/2003,30.3,A,51.8,A,,,,,,
USGS,5427850,8/11/2003,36.3,A,61.6,A,,,,,,
USGS,5427850,8/12/2003,16.8,A,28.3,A,,,,,,
USGS,5427850,8/13/2003,21.8,A,36.4,A,,,,,,
USGS,5427850,8/14/2003,22.7,A,37.6,A,,,,,,
USGS,5427850,8/15/2003,25.5,A,41.8,A,,,,,,
USGS,5427850,8/16/2003,30.5,A,49.7,A,,,,,,
USGS,5427850,8/17/2003,18.5,A,30,A,,,,,,
USGS,5427850,8/18/2003,11.2,A,18,A,,,,,,
USGS,5427850,8/19/2003,29.4,A,46.7,A,,,,,,
USGS,5427850,8/20/2003,14.3,A,22.6,A,,,,,,
USGS,5427850,8/21/2003,43.3,A,67.6,A,,,,,,
USGS,5427850,8/22/2003,19.1,A,29.7,A,,,,,,
USGS,5427850,8/23/2003,16.8,A,25.9,A,,,,,,
USGS,5427850,8/24/2003,20.8,A,31.7,A,,,,,,
USGS,5427850,8/25/2003,35.5,A,53.7,A,,,,,,
USGS,5427850,8/26/2003,32.1,A,48.2,A,,,,,,
USGS,5427850,8/27/2003,20.2,A,30.1,A,,,,,,
USGS,5427850,8/28/2003,8.59,A,12.7,A,,,,,,
USGS,5427850,8/29/2003,63.1,A,91.5,A,,,,,,
USGS,5427850,8/30/2003,11.7,A,16.6,A,,,,,,
USGS,5427850,8/31/2003,29.5,A,40.3,A,,,,,,
USGS,5427850,9/1/2003,22.2,A,29.5,A,,,,,,
USGS,5427850,9/2/2003,8.87,A,11.5,A,,,,,,
USGS,5427850,9/3/2003,38.2,A,47.8,A,,,,,,
USGS,5427850,9/4/2003,21.8,A,26.5,A,,,,,,
USGS,5427850,9/5/2003,11.1,A,13.2,A,,,,,,
USGS,5427850,9/6/2003,28.5,A,32.6,A,,,,,,
USGS,5427850,9/7/2003,24.7,A,27.7,A,,,,,,
USGS,5427850,9/8/2003,18.4,A,20.5,A,,,,,,
USGS,5427850,9/9/2003,22.7,A,25.2,A,,,,,,
USGS,5427850,9/10/2003,22.7,A,25,A,,,,,,
USGS,5427850,9/11/2003,24.5,A,26.8,A,,,,,,
USGS,5427850,9/12/2003,20.3,A,22.2,A,,,,,,
USGS,5427850,9/13/2003,74.1,A,74.6,A,,,,,,
USGS,5427850,9/14/2003,140,A,121,A,,,,,,
USGS,5427850,9/15/2003,110,A,86.9,A,,,,,,
USGS,5427850,9/16/2003,35.9,A,27.3,A,,,,,,
USGS,5427850,9/17/2003,37.1,A,27.8,A,,,,,,
USGS,5427850,9/18/2003,40.4,A,30,A,,,,,,
USGS,5427850,9/19/2003,49.3,A,36.2,A,,,,,,
USGS,5427850,9/20/2003,32.7,A,23.7,A,,,,,,
USGS,5427850,9/21/2003,34.4,A,24.6,A,,,,,,
USGS,5427850,9/22/2003,27.2,A,19.3,A,,,,,,
USGS,5427850,9/23/2003,33.6,A,23.6,A,,,,,,
USGS,5427850,9/24/2003,36,A,25,A,,,,,,
USGS,5427850,9/25/2003,34.2,A,23.4,A,,,,,,
USGS,5427850,9/26/2003,28.9,A,19.6,A,,,,,,
USGS,5427850,9/27/2003,40,A,26.8,A,,,,,,
USGS,5427850,9/28/2003,37.4,A,24.8,A,,,,,,
USGS,5427850,9/29/2003,30.1,A,19.7,A,,,,,,
USGS,5427850,9/30/2003,35.8,A,23.2,A,,,,,,
USGS,5427850,10/1/2003,35.4,A,19,A,,,,,,
USGS,5427850,10/2/2003,8.09,A,2.71,A,,,,,,
USGS,5427850,10/3/2003,59.4,A,37,A,,,,,,
USGS,5427850,10/4/2003,32.7,A,17.1,A,,,,,,
USGS,5427850,10/5/2003,32.1,A,10.5,A,,,,,,
USGS,5427850,10/6/2003,26.7,A,12.9,A,,,,,,
USGS,5427850,10/7/2003,37.5,A,19.4,A,,,,,,
USGS,5427850,10/8/2003,35.8,A,18.5,A,,,,,,
USGS,5427850,10/9/2003,30.8,A,15,A,,,,,,
USGS,5427850,10/10/2003,33.5,A,15.4,A,,,,,,
USGS,5427850,10/11/2003,13.7,A,5.2,A,,,,,,
USGS,5427850,10/12/2003,57.3,A,32.5,A,,,,,,
USGS,5427850,10/13/2003,35.6,A,17.6,A,,,,,,
USGS,5427850,10/14/2003,40,A,20,A,,,,,,
USGS,5427850,10/15/2003,43.3,A,21.8,A,,,,,,
USGS,5427850,10/16/2003,43.1,A,21.6,A,,,,,,
USGS,5427850,10/17/2003,18.9,A,7.34,A,,,,,,
USGS,5427850,10/18/2003,57.6,A,31.4,A,,,,,,
USGS,5427850,10/19/2003,33.4,A,14.9,A,,,,,,
USGS,5427850,10/20/2003,37.8,A,17.7,A,,,,,,
USGS,5427850,10/21/2003,54.2,A,27.8,A,,,,,,
USGS,5427850,10/22/2003,36.8,A,16.8,A,,,,,,
USGS,5427850,10/23/2003,38.2,A,17.2,A,,,,,,
USGS,5427850,10/24/2003,33.8,A,14.8,A,,,,,,
USGS,5427850,10/25/2003,42.6,A,19.9,A,,,,,,
USGS,5427850,10/26/2003,44.9,A,21,A,,,,,,
USGS,5427850,10/27/2003,15.8,A,5.34,A,,,,,,
USGS,5427850,10/28/2003,41.4,A,18.2,A,,,,,,
USGS,5427850,10/29/2003,63.7,A,32.4,A,,,,,,
USGS,5427850,10/30/2003,34.8,A,14.6,A,,,,,,
USGS,5427850,10/31/2003,38.4,A,16.1,A,,,,,,
USGS,5427850,11/1/2003,41.4,A,17.6,A,,,,,,
USGS,5427850,11/2/2003,81.8,A,43.3,A,,,,,,
USGS,5427850,11/3/2003,140,A,86.3,A,,,,,,
USGS,5427850,11/4/2003,326,A,257,A,,,,,,
USGS,5427850,11/5/2003,366,A,297,A,,,,,,
USGS,5427850,11/6/2003,175,A,113,A,,,,,,
USGS,5427850,11/7/2003,100,A,53.8,A,,,,,,
USGS,5427850,11/8/2003,62.6,A,29.2,A,,,,,,
USGS,5427850,11/9/2003,54.4,A,23.7,A,,,,,,
USGS,5427850,11/10/2003,62.5,A,28.2,A,,,,,,
USGS,5427850,11/11/2003,69.9,A,32.8,A,,,,,,
USGS,5427850,11/12/2003,35.6,A,13.6,A,,,,,,
USGS,5427850,11/13/2003,85,A,86.2,A,,,,,,
USGS,5427850,11/14/2003,46,A,38.7,A,,,,,,
USGS,5427850,11/15/2003,63.4,A,63.2,A,,,,,,
USGS,5427850,11/16/2003,56.9,A,24.1,A,,,,,,
USGS,5427850,11/17/2003,46.8,A,18.6,A,,,,,,
USGS,5427850,11/18/2003,80.2,A,37.1,A,,,,,,
USGS,5427850,11/19/2003,70.1,A,31,A,,,,,,
USGS,5427850,11/20/2003,69.2,A,30.2,A,,,,,,
USGS,5427850,11/21/2003,88.9,A,41.8,A,,,,,,
USGS,5427850,11/22/2003,53.1,A,21.1,A,,,,,,
USGS,5427850,11/23/2003,130,A,67.8,A,,,,,,
USGS,5427850,11/24/2003,254,A,114,A,,,,,,
USGS,5427850,11/25/2003,144,A,76.5,A,,,,,,
USGS,5427850,11/26/2003,111,A,119,A,,,,,,
USGS,5427850,11/27/2003,81.8,A,36.2,A,,,,,,
USGS,5427850,11/28/2003,77.3,A,33.2,A,,,,,,
USGS,5427850,11/29/2003,62,A,24.9,A,,,,,,
USGS,5427850,11/30/2003,68.8,A,28.5,A,,,,,,
USGS,5427850,12/1/2003,84.7,A,37.2,A,,,,,,
USGS,5427850,12/2/2003,68.9,A,28.2,A,,,,,,
USGS,5427850,12/3/2003,62,A,24.4,A,,,,,,
USGS,5427850,12/4/2003,56.5,A,21.7,A,,,,,,
USGS,5427850,12/5/2003,55.4,A,20.6,A,,,,,,
USGS,5427850,12/6/2003,48.1,A,17.2,A,,,,,,
USGS,5427850,12/7/2003,42.3,A,14.4,A,,,,,,
USGS,5427850,12/8/2003,73.1,A,29.5,A,,,,,,
USGS,5427850,12/9/2003,76.2,A,31,A,,,,,,
USGS,5427850,12/10/2003,123,A,37.8,A,,,,,,
USGS,5427850,12/11/2003,132,A,50.6,A,,,,,,
USGS,5427850,12/12/2003,72.7,A,29.1,A,,,,,,
USGS,5427850,12/13/2003,64.1,A,24.4,A,,,,,,
USGS,5427850,12/14/2003,54.2,A,19.5,A,,,,,,
USGS,5427850,12/15/2003,55.7,A,20.4,A,,,,,,
USGS,5427850,12/16/2003,59.5,A,21.7,A,,,,,,
USGS,5427850,12/17/2003,54.9,A,19.8,A,,,,,,
USGS,5427850,12/18/2003,50.2,A,17.4,A,,,,,,
USGS,5427850,12/19/2003,49.9,A,17.4,A,,,,,,
USGS,5427850,12/20/2003,34.5,A,10.4,A,,,,,,
USGS,5427850,12/21/2003,58.4,A,21,A,,,,,,
USGS,5427850,12/22/2003,48.4,A,16.4,A,,,,,,
USGS,5427850,12/23/2003,48.9,A,12.7,A,,,,,,
USGS,5427850,12/24/2003,43.4,A,14.1,A,,,,,,
USGS,5427850,12/25/2003,42.4,A,13.6,A,,,,,,
USGS,5427850,12/26/2003,41.5,A,13.2,A,,,,,,
USGS,5427850,12/27/2003,41.5,A,9.7,A,,,,,,
USGS,5427850,12/28/2003,60.4,A,21.7,A,,,,,,
USGS,5427850,12/29/2003,48.2,A,16.2,A,,,,,,
USGS,5427850,12/30/2003,33.9,A,10.3,A,,,,,,
USGS,5427850,12/31/2003,63.6,A,23.6,A,,,,,,
USGS,5427850,1/1/2004,44.4,A,14.4,A,,,,,,
USGS,5427850,1/2/2004,43.7,A,14.4,A,,,,,,
USGS,5427850,1/3/2004,55.5,A,19.8,A,,,,,,
USGS,5427850,1/4/2004,45.4,A,14.9,A,,,,,,
